Class	ID	Name	Size	Bark	Embryo	FlushBud	MatureNeedle	Megagametophyte	SeedGermination	Xylem	YoungBuds
ORF	gene176	orf00176	198	0	0	0	0	0	0	0	0
ORF	gene177	orf00177	144	0	0	0	0	0	0	0	0
ORF	gene178	orf00178	366	0	15.9334	0	0	25.2828	0	0	122.989
ORF	gene179	orf00179	147	0	0	0	0	0	0	0	0
ORF	gene180	orf00180	156	0	0	0	0	0	0	0	0
ORF	gene181	orf00181	141	0	0	0	0	0	0	0	0
ORF	gene182	orf00182	300	0	38.8775	0	0	0	0	0	0
ORF	gene183	orf00183	459	60.972	203.281	296.2	152.398	302.402	155.018	0	196.139
ORF	gene184	orf00184	222	0	26.2686	0	0	0	0	0	0
ORF	gene185	orf00185	189	0	0	0	0	0	0	0	0
ORF	gene186	orf00186	183	0	0	0	0	0	0	0	0
ORF	gene187	orf00187	156	0	0	0	0	0	0	0	0
ORF	gene188	orf00188	216	0	0	0	0	0	0	0	0
ORF	gene189	orf00189	225	0	25.9184	0	0	0	0	0	0
ORF	gene190	orf00190	120	0	0	0	0	0	0	0	0
ORF	gene191	orf00191	120	0	0	0	0	0	0	0	0
ORF	gene192	orf00192	255	0	0	0	0	0	0	0	0
ORF	gene193	orf00193	102	0	0	0	0	0	0	0	0
ORF	gene194	orf00194	138	0	0	0	0	0	0	0	0
ORF	gene195	orf00195	207	0	28.1721	0	0	0	0	0	0
ORF	gene196	orf00196	285	0	0	0	0	0	0	0	0
ORF	gene197	orf00197	288	0	20.2487	0	0	0	0	0	0
ORF	gene198	orf00198	168	0	34.7121	0	0	0	0	0	0
ORF	gene199	orf00199	147	0	0	0	0	0	0	0	0
ORF	gene200	orf00200	165	0	0	0	0	0	0	0	0
ORF	gene201	orf00201	159	0	0	0	0	0	0	0	0
ORF	gene202	orf00202	144	0	0	0	0	0	0	0	0
ORF	gene203	orf00203	204	0	0	0	0	0	0	0	0
ORF	gene204	orf00204	246	0	23.7058	0	0	75.2318	0	0	0
ORF	gene205	orf00205	246	0	0	0	0	0	0	0	0
ORF	gene206	orf00206	474	0	12.303	0	0	39.0443	0	0	0
ORF	gene207	orf00207	126	0	0	0	0	0	0	0	0
ORF	gene208	orf00208	186	451.389	156.764	0	0	99.5001	0	202.725	0
ORF	gene209	orf00209	192	0	0	0	0	0	0	0	0
ORF	gene210	orf00210	162	0	0	0	0	0	0	0	0
ORF	gene211	orf00211	195	0	0	0	0	0	0	0	0
ORF	gene212	orf00212	165	0	0	0	0	0	0	0	0
ORF	gene213	orf00213	117	0	0	0	0	0	0	0	0
ORF	gene214	orf00214	180	0	0	0	0	0	0	0	0
ORF	gene215	orf00215	153	0	0	0	0	0	0	0	0
ORF	gene216	orf00216	168	0	0	0	0	0	0	0	0
ORF	gene217	orf00217	165	0	0	0	0	0	0	0	0
ORF	gene218	orf00218	210	0	0	0	0	0	0	0	0
ORF	gene219	orf00219	264	0	44.179	0	0	0	0	0	0
ORF	gene220	orf00220	225	0	51.8367	0	310.892	82.2534	0	0	0
ORF	gene221	orf00221	120	0	0	0	0	0	0	0	0
ORF	gene222	orf00222	255	0	0	0	0	0	0	0	0
ORF	gene223	orf00223	141	0	0	0	0	0	0	0	0
ORF	gene224	orf00224	141	0	0	0	0	0	0	0	0
ORF	gene225	orf00225	222	0	26.2686	0	0	0	0	0	0
ORF	gene226	orf00226	381	0	45.9184	0	0	0	46.6885	0	0
ORF	gene227	orf00227	312	0	37.3823	0	0	59.3174	0	0	0
ORF	gene228	orf00228	276	0	147.904	0	0	67.0544	0	0	0
ORF	gene229	orf00229	231	0	0	0	0	0	0	0	0
ORF	gene230	orf00230	186	0	0	0	0	0	0	0	0
ORF	gene231	orf00231	261	0	0	0	0	0	0	0	0
ORF	gene232	orf00232	279	0	0	0	0	0	0	0	0
ORF	gene233	orf00233	228	0	0	0	0	40.5856	0	0	0
ORF	gene234	orf00234	225	0	0	0	0	0	0	0	0
ORF	gene235	orf00235	294	0	0	0	0	31.4745	0	0	0
ORF	gene236	orf00236	207	0	0	0	0	0	0	0	0
ORF	gene237	orf00237	213	0	0	0	0	43.4437	0	0	0
ORF	gene238	orf00238	276	0	63.3873	0	0	167.636	0	0	0
ORF	gene239	orf00239	225	0	0	0	0	0	0	0	0
ORF	gene240	orf00240	132	0	0	0	0	0	0	0	0
ORF	gene241	orf00241	156	0	0	0	0	0	0	0	0
ORF	gene242	orf00242	141	0	0	0	0	0	0	0	0
ORF	gene243	orf00243	192	0	0	0	0	0	0	0	0
ORF	gene244	orf00244	213	0	0	0	0	0	0	0	0
ORF	gene245	orf00245	276	0	63.3873	0	0	134.109	0	0	0
ORF	gene246	orf00246	156	0	0	0	0	0	0	0	0
ORF	gene247	orf00247	264	0	88.3581	0	0	105.154	0	0	0
ORF	gene248	orf00248	288	0	60.7462	118.017	0	96.3907	0	0	156.298
ORF	gene249	orf00249	168	0	0	0	0	0	0	0	0
ORF	gene250	orf00250	258	0	0	0	0	35.8663	0	0	0
ORF	gene251	orf00251	132	0	0	0	0	0	0	0	0
ORF	gene252	orf00252	267	0	65.524	127.299	0	34.6573	0	0	168.592
ORF	gene253	orf00253	216	0	0	0	0	0	0	0	0
ORF	gene254	orf00254	117	0	0	0	0	0	0	0	0
ORF	gene255	orf00255	228	0	0	0	0	0	0	0	0
ORF	gene256	orf00256	189	0	0	0	0	48.9604	0	0	0
ORF	gene257	orf00257	123	0	0	0	0	0	0	0	0
ORF	gene258	orf00258	204	0	28.5864	0	0	0	0	0	0
ORF	gene259	orf00259	135	0	0	0	0	0	0	0	0
ORF	gene260	orf00260	192	0	60.7462	0	0	0	0	0	0
ORF	gene261	orf00261	210	0	27.7697	0	0	0	0	0	0
ORF	gene262	orf00262	150	0	0	0	0	0	0	0	0
ORF	gene263	orf00263	174	0	0	0	0	0	0	0	0
ORF	gene264	orf00264	249	0	46.8404	0	0	185.813	0	0	0
ORF	gene265	orf00265	186	0	0	0	0	99.5001	0	0	0
ORF	gene266	orf00266	282	0	0	0	0	32.8139	0	0	0
ORF	gene267	orf00267	210	0	0	0	0	0	0	0	0
ORF	gene268	orf00268	264	0	0	0	0	35.0512	0	0	0
ORF	gene269	orf00269	156	0	0	0	0	59.3174	0	0	0
ORF	gene270	orf00270	165	0	0	0	0	0	0	0	0
ORF	gene271	orf00271	192	0	0	0	0	0	0	0	0
ORF	gene272	orf00272	237	0	0	0	0	39.0443	0	0	0
ORF	gene273	orf00273	102	0	0	0	0	0	0	0	0
ORF	gene274	orf00274	264	0	44.179	0	0	35.0512	0	0	0
ORF	gene275	orf00275	234	0	74.7645	0	0	0	0	0	0
ORF	gene276	orf00276	345	0	33.8066	0	0	26.8218	0	0	0
ORF	gene277	orf00277	138	0	0	0	0	0	0	0	0
ORF	gene278	orf00278	99	0	0	0	0	0	0	0	0
ORF	gene279	orf00279	132	0	0	0	0	0	0	0	0
ORF	gene280	orf00280	117	0	0	0	0	0	0	0	0
ORF	gene281	orf00281	159	0	0	0	0	0	0	0	0
ORF	gene282	orf00282	189	0	0	0	0	0	0	0	0
ORF	gene283	orf00283	168	0	0	0	0	0	0	0	0
ORF	gene284	orf00284	315	0	55.5393	0	0	0	0	0	0
ORF	gene285	orf00285	309	0	56.6178	0	0	0	0	0	0
ORF	gene286	orf00286	150	0	0	0	0	0	0	0	0
ORF	gene287	orf00287	168	0	0	0	0	0	0	0	0
ORF	gene288	orf00288	159	0	0	0	0	58.1982	0	0	0
ORF	gene289	orf00289	150	0	0	0	0	0	0	0	0
ORF	gene290	orf00290	276	0	0	0	0	0	0	0	0
ORF	gene291	orf00291	141	0	0	0	0	0	0	0	0
ORF	gene292	orf00292	105	0	0	0	0	0	0	0	0
ORF	gene293	orf00293	105	0	0	0	0	0	0	0	0
ORF	gene294	orf00294	144	0	0	0	0	0	0	0	0
ORF	gene295	orf00295	153	0	0	0	0	0	0	0	0
ORF	gene296	orf00296	147	0	0	0	0	0	0	0	0
ORF	gene297	orf00297	132	0	0	0	0	0	0	0	0
ORF	gene298	orf00298	120	0	0	0	0	0	0	0	0
ORF	gene299	orf00299	186	0	0	0	0	49.75	0	0	0
ORF	gene300	orf00300	492	0	47.4116	0	0	94.0397	0	0	0
ORF	gene301	orf00301	147	0	0	0	0	0	0	0	0
ORF	gene302	orf00302	417	67.113	825.099	0	0	488.195	42.6578	0	0
mRNA	gene303	cox2-1	459	182.916	2261.5	592.399	1676.38	1431.37	348.791	328.601	294.209
ORF	gene304	orf00304	186	0	31.3529	0	0	0	0	0	0
ORF	gene305	orf00305	177	0	0	0	0	52.2797	0	0	0
ORF	gene306	orf00306	177	0	0	0	0	0	0	0	0
ORF	gene307	orf00307	195	0	0	0	0	0	0	0	0
ORF	gene308	orf00308	231	0	0	0	0	0	0	0	0
ORF	gene309	orf00309	237	0	0	0	0	0	0	0	0
ORF	gene310	orf00310	153	0	0	0	0	0	0	0	0
ORF	gene311	orf00311	252	0	0	0	0	0	0	0	0
ORF	gene312	orf00312	306	0	76.2305	0	0	0	0	0	0
ORF	gene313	orf00313	225	0	0	0	0	0	0	0	0
ORF	gene314	orf00314	231	0	50.4903	0	0	0	0	0	0
ORF	gene315	orf00315	207	0	0	0	0	0	0	0	0
ORF	gene316	orf00316	264	106.008	88.3581	0	0	105.154	67.38	0	0
ORF	gene317	orf00317	204	0	114.346	0	0	45.3603	0	0	0
ORF	gene318	orf00318	141	0	0	0	0	0	0	0	0
ORF	gene319	orf00319	240	0	97.1939	0	0	77.1126	0	0	0
ORF	gene320	orf00320	249	0	70.2606	0	0	74.3254	0	0	0
ORF	gene321	orf00321	171	0	0	0	0	54.1141	0	0	0
ORF	gene322	orf00322	192	0	30.3731	0	0	0	0	0	0
ORF	gene323	orf00323	207	0	0	0	0	0	0	0	0
ORF	gene324	orf00324	231	0	0	0	0	40.0585	0	0	0
ORF	gene325	orf00325	168	0	0	0	0	0	0	0	0
ORF	gene326	orf00326	171	0	0	0	0	54.1141	0	0	0
ORF	gene327	orf00327	132	0	0	0	0	0	0	0	0
ORF	gene328	orf00328	249	0	140.521	0	0	74.3254	0	0	0
ORF	gene329	orf00329	291	0	100.2	0	0	127.196	0	0	0
ORF	gene330	orf00330	168	0	0	0	0	110.161	0	0	0
mRNA	gene331	nad1-1	300	559.723	1030.25	453.185	932.677	678.591	711.533	0	750.232
ORF	gene332	orf00332	309	181.14	1434.32	329.989	0	1197.87	115.135	61.0145	145.676
ORF	gene333	orf00333	186	0	62.7057	0	0	0	0	0	0
ORF	gene334	orf00334	204	0	85.7593	0	0	0	0	0	0
mRNA	gene335	dpo-1	666	42.0212	105.074	51.0344	0	125.047	26.7092	0	0
mRNA	gene336	dpo-2	1116	75.2315	57.4802	0	0	49.75	0	0	0
mRNA	gene337	rpo-1	2346	0	42.2582	0	0	82.8319	15.1648	0	0
mRNA	gene338	rpo-2	384	72.8806	91.1192	0	0	192.781	0	0	0
ORF	gene339	orf00339	111	0	0	0	0	0	0	0	0
ORF	gene340	orf00340	270	0	151.19	0	0	68.5445	0	0	0
ORF	gene341	orf00341	246	0	94.8233	0	0	112.848	144.62	0	548.951
ORF	gene342	orf00342	183	0	0	0	0	0	0	0	0
ORF	gene343	orf00343	171	0	0	0	0	0	0	0	0
ORF	gene344	orf00344	327	0	17.8337	0	0	28.2982	0	0	0
ORF	gene345	orf00345	147	0	0	0	0	0	0	0	0
ORF	gene346	orf00346	150	0	0	0	0	0	0	0	0
ORF	gene347	orf00347	129	0	0	0	0	0	0	0	0
ORF	gene348	orf00348	204	0	0	0	0	0	0	0	0
ORF	gene349	orf00349	159	0	0	0	0	0	0	0	0
ORF	gene350	orf00350	387	0	0	0	0	71.7326	0	0	0
ORF	gene351	orf00351	504	0	34.7121	0	0	18.3601	0	0	0
ORF	gene352	orf00352	225	0	25.9184	0	0	41.1267	0	0	0
ORF	gene353	orf00353	342	0	17.0516	0	0	27.057	0	0	0
ORF	gene354	orf00354	291	0	20.04	0	0	31.799	0	0	0
ORF	gene355	orf00355	201	0	0	0	0	0	0	0	0
ORF	gene356	orf00356	270	0	129.592	0	0	34.2723	0	0	0
ORF	gene357	orf00357	396	0	73.6317	0	0	23.3674	0	571.317	0
ORF	gene358	orf00358	198	0	29.4527	0	0	46.7349	0	0	0
ORF	gene359	orf00359	192	0	0	0	0	0	0	0	0
ORF	gene360	orf00360	213	0	0	0	0	43.4437	0	0	0
ORF	gene361	orf00361	153	0	0	0	0	0	0	0	0
ORF	gene362	orf00362	180	0	32.398	0	0	51.4084	0	0	0
ORF	gene363	orf00363	237	0	24.606	0	0	39.0443	0	0	0
ORF	gene364	orf00364	129	0	0	0	0	0	0	0	0
ORF	gene365	orf00365	159	0	0	0	0	0	0	0	0
ORF	gene366	orf00366	159	0	36.6769	0	0	0	0	0	0
ORF	gene367	orf00367	210	0	0	0	0	0	0	0	0
ORF	gene368	orf00368	150	0	0	0	0	61.6901	0	0	0
ORF	gene369	orf00369	156	0	0	0	0	0	0	0	0
ORF	gene370	orf00370	141	0	0	0	0	0	0	0	0
ORF	gene371	orf00371	189	0	0	0	0	0	0	0	0
ORF	gene372	orf00372	276	0	0	0	0	0	0	0	0
ORF	gene373	orf00373	165	0	0	0	0	0	0	0	0
ORF	gene374	orf00374	321	0	18.1671	0	0	28.8271	0	0	0
ORF	gene375	orf00375	225	0	51.8367	0	0	123.38	0	0	0
ORF	gene376	orf00376	228	0	51.1547	0	0	284.099	0	0	0
ORF	gene377	orf00377	108	0	0	0	0	0	0	0	0
ORF	gene378	orf00378	183	0	0	0	0	50.5656	0	0	0
ORF	gene379	orf00379	438	638.953	4287.18	1241.6	1277.64	2514.08	1340.22	3486.6	1130.49
tRNA	gene380	trnM-CAU-1	76	0	0	0	0	0	0	0	0
ORF	gene381	orf00381	96	0	0	0	0	0	0	0	0
ORF	gene382	orf00382	222	252.127	52.5372	0	0	166.73	80.1275	0	0
ORF	gene383	orf00383	243	0	479.97	0	1439.32	913.927	73.2029	387.931	185.243
ORF	gene384	orf00384	171	0	34.1031	0	0	0	0	0	0
ORF	gene385	orf00385	246	0	0	0	0	37.6159	0	0	0
ORF	gene386	orf00386	216	0	0	0	0	0	0	0	0
ORF	gene387	orf00387	261	0	89.3737	0	0	35.4541	68.1545	0	0
ORF	gene388	orf00388	228	0	51.1547	0	0	121.757	0	0	0
ORF	gene389	orf00389	198	0	0	0	0	0	0	0	0
ORF	gene390	orf00390	237	0	0	0	0	156.177	0	0	0
ORF	gene391	orf00391	213	0	82.1357	0	0	86.8874	0	0	0
ORF	gene392	orf00392	162	0	71.9955	0	0	171.361	0	0	0
ORF	gene393	orf00393	309	0	245.344	0	226.378	179.68	0	0	0
mRNA	gene394	nad4-1	6532	1105.39	9154.55	4464.56	5707.86	3986.43	1968.91	3639.65	7394.36
ORF	gene395	orf00400	213	0	492.814	0	0	130.331	0	0	0
ORF	gene396	orf00401	180	0	1101.53	0	0	359.859	0	0	0
ORF	gene397	orf00402	255	0	45.7383	0	0	0	0	0	0
ORF	gene398	orf00403	192	0	0	0	0	0	0	0	0
ORF	gene399	orf00404	294	0	19.8355	0	0	0	0	0	0
ORF	gene400	orf00405	258	0	22.6032	0	0	0	0	0	0
ORF	gene401	orf00406	213	0	0	0	0	0	0	0	0
ORF	gene402	orf00407	282	0	0	0	0	0	0	0	0
ORF	gene403	orf00408	393	71.2115	103.871	0	0	47.0916	45.2629	0	114.539
ORF	gene404	orf00409	105	0	0	0	0	0	0	0	0
ORF	gene405	orf00410	153	0	0	0	0	0	0	0	0
ORF	gene406	orf00411	249	0	46.8404	0	0	0	0	0	0
ORF	gene407	orf00412	477	0	73.3539	0	0	38.7988	0	0	0
ORF	gene408	orf00413	234	0	24.9215	0	0	0	0	0	0
ORF	gene409	orf00414	114	0	0	0	0	0	0	0	0
ORF	gene410	orf00415	222	0	0	0	0	0	0	0	0
ORF	gene411	orf00416	261	0	22.3434	0	0	0	0	0	0
ORF	gene412	orf00417	96	0	0	0	0	0	0	0	0
